Canal,Sistema,UEN,Tecnologia,Tipo_de_Documento,Numero_de_Documento,Cliente,Contacto,Linea_del_Servicio,Single,Pedido,Ciudad
VENTAS,SUMA,HOGARES,FTTH,CC,1000454338,CARINA VALENTINA ORTEGA LLUCH,2643493052225,757331134,0107,8994,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454339,ISIDORO PEREA ARELLANO,8425698630031,531463550,0108,8995,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454340,RICO PUJADAS CORTÉS,3171303911846,611538570,0109,8996,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454341,ÓSCAR ROBLEDO MAS,7676947671201,436323556,0110,8997,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454342,AURELIANO RIOS BAUTISTA,5481221100027,335411601,0111,8998,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454343,AMANDO DURÁN ARELLANO,5951897992924,599411742,0112,8999,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454344,ARIEL DE PLA,0864340814269,261823153,0113,9000,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454345,MARCOS EXPOSITO,1380440096210,597654616,0114,9001,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454346,JOSÉ ÁLVAREZ MILLÁN,6405558370859,137868220,0115,9002,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454347,ARMIDA ZABALETA AGUSTÍN,3978702868904,762108134,0116,9003,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454348,PRUDENCIA REQUENA-PAGÈS,7845686457001,970572856,0117,9004,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454349,BUENAVENTURA BATLLE MANSO,7238510090697,754276993,0118,9005,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454350,MARTÍN CARVAJAL-GUERRA,0529475574410,857629599,0119,9006,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454351,COSME IBARRA-FERRER,7949885783256,920634848,0120,9007,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454352,ARTEMIO CLETO MATEOS MARÍN,9979558631179,879300133,0121,9008,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454353,HILDA MARIANA HERRANZ MOLINS,4368459474565,510488185,0122,9009,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454354,TEODORA CASES-CERRO,6788752213800,984079782,0123,9010,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454355,EMA VILLA,0711523975903,167371987,0124,9011,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454356,EMILIANA DE LUMBRERAS,5389546579347,147732586,0125,9012,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454357,CELESTINA DE URRUTIA,0604551309365,251444885,0126,9013,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454358,SILVESTRE DEL BAQUERO,0634822022893,853041907,0127,9014,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454359,NANDO MATA DELGADO,9160584239078,328148203,0128,9015,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454360,LEONOR MACARENA BAQUERO CARRERA,2431987562883,454289768,0129,9016,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454361,HUGO CEBRIÁN ROMERO ANAYA,9001153728755,249861055,0130,9017,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454362,ADELA DEL CASAL,9286927819090,805132253,0131,9018,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454363,ODALYS MERCADER,2890414151973,997913754,0132,9019,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454364,ÚRSULA ALE PERALTA PI,9891190027877,510421990,0133,9020,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454365,ENCARNACIÓN DEL LAMAS,2146424370250,133526967,0134,9021,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454366,RAFAEL MATE CÉSPEDES,1014039696075,589300006,0135,9022,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454367,ESTRELLA TECLA MELERO SERRANO,9860161076747,173454675,0136,9023,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454368,ENCARNA DEL GÁMEZ,0604656409110,676543104,0137,9024,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454369,JULIA DEL LASTRA,9924393120222,865952018,0138,9025,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454370,ABEL ALMAGRO TOMAS,4900862324771,511546001,0139,9026,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454371,JUAN LUIS CHUCHO CLAVERO TERUEL,5347492582812,363402444,0140,9027,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454372,JACINTO DE SOLER,1822788269544,980080086,0141,9028,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454373,DOLORES DE POL,9472692554287,233830936,0142,9029,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454374,ADORACIÓN MARCO JUÁREZ,7082009647452,961447397,0143,9030,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454375,ANA SOFÍA HURTADO CAPARRÓS,0773863097940,473095178,0144,9031,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454376,FERNANDO ARRANZ ALCARAZ,0157915730305,345816059,0145,9032,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454377,COSME SIMÓN MAS BORJA,3146904407508,422400365,0146,9033,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454378,VILMA LAGO NOGUEIRA,5534215664284,382846903,0147,9034,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454379,ANA BELÉN DE ESPARZA,7371677433935,826594536,0148,9035,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454380,EUSTAQUIO TRUJILLO ARNAL,9785866892696,123671782,0149,9036,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454381,LORENZA CABEZAS TERUEL,1574353046538,909598291,0150,9037,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454382,ALE DE TUR,8576109207696,225219847,0151,9038,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454383,CANDELARIA PRAT LEON,0089960363794,747688646,0152,9039,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454384,JAVIERA ROMAN,1273783428201,482205636,0153,9040,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454385,GENOVEVA SÁENZ,4263396851936,638343085,0154,9041,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454386,MÁXIMA CALZADA-BERMÚDEZ,6360434526176,283242982,0155,9042,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454387,ARSENIO DIEGO,8583008537337,730398127,0156,9043,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454388,JUAN CARLOS GARMENDIA,9434392220911,921181278,0157,9044,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454389,CHUCHO OLIVERAS,2794324553008,323915904,0158,9045,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454390,CHUCHO ALEGRIA PLANA,3020714265721,554072778,0159,9046,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454391,ASCENSIÓN CLOTILDE SEVILLANO HERVIA,4232375612833,270705695,0160,9047,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454392,JAIME MORENO,9789349471874,332724384,0161,9048,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454393,PAULA BÁEZ PUJADAS,5663786691525,151222588,0162,9049,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454394,JENNIFER PARDO COELLO,1957807390267,494638448,0163,9050,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454395,GREGORIO PRUDENCIO ALMEIDA MALO,9928121274316,284988264,0164,9051,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454396,JESSICA ZAMORA POZUELO,3724096139338,930584178,0165,9052,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454397,FITO JOVER ESCALONA,6553698299603,511776203,0166,9053,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454398,ENRIQUE GERÓNIMO SUÁREZ MACHADO,8764956843907,978771335,0167,9054,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454399,MARCIANO CARO DIEGO,9537918684603,147975743,0168,9055,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454400,ENCARNITA RAMÓN-SANTAMARÍA,5103040117731,137239177,0169,9056,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454401,NÉLIDA FAJARDO-MATEU,5863193386026,331375052,0170,9057,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454402,ROSARIO VIVES URIARTE,9161107437742,621035780,0171,9058,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454403,EVARISTO DEL PALACIO,9079958720332,666439614,0172,9059,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454404,ENCARNA VAZQUEZ-LOSADA,2925148071842,338615964,0173,9060,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454405,NICO GUIJARRO VALDÉS,0644728326162,792713310,0174,9061,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454406,GERARDO DALMAU VIDAL,0053858906212,243716734,0175,9062,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454407,MÁXIMO CALVET REYES,2351875997477,668202521,0176,9063,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454408,YAGO DE ARANDA,0453714795164,264766746,0177,9064,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454409,ESTER CERVANTES RAMIREZ,5925581405113,606577481,0178,9065,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454410,SIGFRIDO BARRIO FALCÓ,3081460591570,166449493,0179,9066,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454411,ARIEL DE GÁLVEZ,0454165323793,663088943,0180,9067,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454412,ROMÁN MARQUÉS AGUILAR,4225654718678,723623908,0181,9068,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454413,MARÍA LUISA ANTÓN ARENAS,2798171714954,216662884,0182,9069,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454414,MARTA ROSA VIÑAS,6474388270004,761532774,0183,9070,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454415,LUIS ÁNGEL DEL CASTELLANOS,7509886820054,236393149,0184,9071,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454416,ÁNGELA JOSEFA DONOSO QUEROL,9862121830354,290563157,0185,9072,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454417,CIRIACO POL CAÑAS,6408373081244,641368010,0186,9073,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454418,CALIXTO CANALES CAMPOY,6489455269384,490212730,0187,9074,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454419,VICENTA VALERIA CANO AVILÉS,7826055454487,273254523,0188,9075,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454420,TANIA BARBERO HIGUERAS,7336753304117,380401520,0189,9076,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454421,AGUSTINA VALENZUELA MARÍ,8489530708606,965190351,0190,9077,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454422,REINA MORANTE VARGAS,9938553994443,504819354,0191,9078,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454423,AINOA MORELL QUINTANA,6008720526917,594509273,0192,9079,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454424,MARIO DEL SECO,3454159550400,649994487,0193,9080,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454425,GUIOMAR CUENCA CAPARRÓS,4317982474371,485247022,0194,9081,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454426,LEANDRA TORRENTS ARRIBAS,1946468881937,597985259,0195,9082,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454427,PERLITA DEL BARREDA,9606786692002,616541706,0196,9083,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454428,SALOMÉ PATRICIA SARABIA FERRERA,3891960802853,608897624,0197,9084,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454429,ISAÍAS SOMOZA ATIENZA,3430675714354,740638922,0198,9085,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454430,NEREA DEL GRAS,8460080271300,603921575,0199,9086,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454431,JUAN LUIS PEDROSA-TORRES,8000563935471,974740881,0200,9087,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454432,RUY ALCARAZ,9056780033030,542211476,0201,9088,BOGOTA
CALL TECNICO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454433,SOSIMO OLIVER MERCADER,0764744148702,363389490,0202,9089,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454434,VALERIA TOMAS CAMPOS,5070495491593,213818199,0203,9090,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454435,ZACARÍAS ARIAS-CATALÁ,0731109750952,392116163,0204,9091,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454436,GRACIANO CIFUENTES HERRANZ,4517120793778,200618339,0205,9092,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454437,MARÍA JESÚS IBORRA-MONTAÑA,1135157838618,416934631,0206,9093,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454438,EDELMIRO DE LOZANO,6009355960978,961213744,0207,9094,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454439,CARMELA BENÍTEZ GUIJARRO,0096545347998,462040879,0208,9095,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454440,ESTELA SALAMANCA ABELLA,4364776181598,639104959,0209,9096,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454441,PALMIRA HIDALGO ROMAN,1179932839037,450297086,0210,9097,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454442,ALONSO BERNARDO FIGUEROLA BARRENA,9882448881229,895338223,0211,9098,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454443,BÁRBARA TELLO PAREJA,3188823363584,432091444,0212,9099,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454444,ALBERTO GABRIEL CAL AYUSO,1376024221484,300246921,0213,9100,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454445,FIDEL MALDONADO MOLINA,3503797022175,105972074,0214,9101,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454446,GRACIANO BARRANCO ANGULO,6150321706520,378002274,0215,9102,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454447,MARIANA ARAGÓN BALAGUER,2015023681635,736174401,0216,9103,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454448,CAMILA YÉSICA GALVEZ GUAL,5644457887692,194728096,0217,9104,BOGOTA
CANAL DIGITAL,SUMA,HOGARES,FTTH,CC,1000454449,ANTONIA FORTUNATA AYLLÓN ASENJO,5745116639638,226300274,0218,9105,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454450,MAURICIO INIESTA RAMÓN,5526314006185,781234815,0219,9106,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454451,MARCELO AMADOR,2490252613198,612453534,0220,9107,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454452,CAROLINA COLL-VICENTE,8783745119134,846436451,0221,9108,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454453,GABINO DE GINER,9112165948792,234888449,0222,9109,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454454,MARIANELA CÁRDENAS NÚÑEZ,3908542151671,932007962,0223,9110,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454455,IVÁN PAREDES REBOLLO,8132766321536,979472462,0224,9111,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454456,NEREA FERNANDEZ,4069185137720,565574973,0225,9112,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454457,TRISTÁN VÉLEZ CHICO,0260367377327,133661137,0226,9113,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454458,ROGELIO PALLARÈS MULET,5578567634807,566115494,0227,9114,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454459,ANSELMA DE PARRA,1196750428223,359119843,0228,9115,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454460,GUIOMAR ARNAU RECIO,1456797293939,901241949,0229,9116,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454461,CARLA BERMUDEZ ESTRADA,1527952099399,743545393,0230,9117,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454462,JENNY BENITO LUÍS,3812217890407,594746728,0231,9118,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454463,RAFAEL BLANCA,9303909883211,893758770,0232,9119,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454464,DOLORES HERNANDEZ,6127096569228,856529258,0233,9120,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454465,ÁGATA DEL ANGULO,8401222574840,736952630,0234,9121,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454466,TECLA SOLANA,5727693830745,942804824,0235,9122,BOGOTA
LINEA ESPECIAL,SUMA,HOGARES,FTTH,CC,1000454467,AROA SOLERA SANTIAGO,7021342432903,117464879,0236,9123,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454468,EUSEBIO GOMIS ESCRIVÁ,4348041342041,898254230,0237,9124,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454469,CLEMENTINA ALFONSO,9189684345277,133307998,0238,9125,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454470,VIRGILIO CESAR PEDROSA MADRIGAL,4799831060546,745025898,0239,9126,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454471,JOSÉ MARÍA DEL ROJAS,4790599802011,908863403,0240,9127,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454472,FERNANDA MÚGICA-BUSQUETS,8731753741806,546338510,0241,9128,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454473,DARÍO SALVADOR ÁLVARO,0730227470993,132309559,0242,9129,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454474,DEMETRIO POZO MACÍAS,3099806461419,682023094,0243,9130,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454475,SERAFINA CRESPO VARELA,7753668788606,947636361,0244,9131,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454476,ULISES CABANILLAS CAMPILLO,4511629599038,685664986,0245,9132,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454477,MERCEDES SILVA CASALS,8648263556638,368115712,0246,9133,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454478,CORNELIO BELTRÁN PEDRERO,9792728514342,622328555,0247,9134,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454479,INMACULADA VIÑA BALLESTER,8523081535459,460353885,0248,9135,BOGOTA
TIENDAS,SUMA,HOGARES,FTTH,CC,1000454480,MARÍA LUISA NEIRA JIMENEZ,2678393620118,924762940,0249,9136,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454481,GERTRUDIS DEL CÁNOVAS,5381094669221,366165797,0250,9137,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454482,ROGELIO LALO MOLES FEIJOO,7330021316544,648202919,0251,9138,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454483,AMBROSIO JULIO ABELLÁN COBOS,0962373775078,561744100,0252,9139,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454484,ANI POSADA VARGAS,0231925124446,933202682,0253,9140,BOGOTA
VENTAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454485,FRANCISCA POMBO ACEVEDO,8262201593338,712874953,0254,9141,BOGOTA
CANAL DIGITAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454486,JOSE FRANCISCO JIMENEZ RODRÍGUEZ,8299606008498,654001433,0255,9142,BOGOTA
REDES SOCIALES,SUMA,HOGARES,FTTH,CC,1000454487,LORENZO ROS,0679659953076,280248313,0256,9143,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454488,SILVIO AVILÉS BOADA,7136165589987,111208729,0257,9144,BOGOTA
ESCRITA,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454489,LÁZARO LUMBRERAS OSORIO,9185290354270,803859589,0258,9145,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454490,MARTA TEJERA SORIA,1668990159528,938566492,0259,9146,BOGOTA
CALL TECNICO,SUMA,HOGARES,FTTH,CC,1000454491,ADELINA DEL GALLO,5557384066500,862368842,0260,9147,BOGOTA
TIENDAS,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454492,CARMELO JOSÉ ABAD ÁLVARO,1946709517398,543744689,0261,9148,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454493,GERALDO SEBASTIÁN BLAZQUEZ,2519430183580,786624905,0262,9149,BOGOTA
ASEGURAMIENTO,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454494,ENRIQUE DEL ARNAU,8759901318066,582753369,0263,9150,BOGOTA
VENTAS,SUMA,HOGARES,FTTH,CC,1000454495,RUBEN ÁLVAREZ PORTA,2895353363111,963237317,0264,9151,BOGOTA
REDES SOCIALES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454496,JORGE CARMELO SALVÀ DUEÑAS,4398118601203,717798731,0265,9152,BOGOTA
RETENCIONES,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454497,LILIANA BARCO TOMÁS,6441288598468,209020300,0266,9153,BOGOTA
CALL CENTER,SUMA,HOGARES,FTTH,CC,1000454498,LUISA FERRERA,2866856848532,914612622,0267,9154,BOGOTA
ESCRITA,SUMA,HOGARES,FTTH,CC,1000454499,CANDELA ELI MAZA DÍAZ,4378431748167,870983936,0268,9155,BOGOTA
LINEA ESPECIAL,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454500,FELICIANA MURCIA MARTI,5534649681892,116838481,0269,9156,BOGOTA
CALL CENTER,SIEBEL SOMOS Y CONVERGENTE,HOGARES,FTTH,CC,1000454501,CAYETANO ALEMANY MARQUÉS,5026889282627,706988307,0270,9157,BOGOTA
RETENCIONES,SUMA,HOGARES,FTTH,CC,1000454502,ALCIDES SOTELO ALBERTO,0118985692671,715742022,0271,9158,BOGOTA
ASEGURAMIENTO,SUMA,HOGARES,FTTH,CC,1000454503,ÁFRICA ADORA OLIVARES RIBAS,8829981531098,456808828,0272,9159,BOGOTA
